,,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,accuracy,macro avg,weighted avg
kin,support,214.0,1130.0,243.0,1.0,832.0,243.0,,3588.0,275.0,19.0,2107.0,1472.0,2664.0,351.0,14.0,3826.0,1.0,0.8207891637220259,16980.0,16980.0
pcm,precision,0.5866141732283464,0.9364380113278792,0.7632311977715878,0.7972508591065293,0.978891820580475,0.9153122326775022,,0.7396762471093492,0.9697986577181208,0.6724137931034483,0.7897033158813264,0.5440084835630965,0.9829666430092264,0.7093333333333334,0.6551724137931034,0.7034700315457413,,0.7862485238157723,0.7829520809166044,0.7870382025777118
pcm,recall,0.45799180327868855,0.9538461538461539,0.6386946386946387,0.8246445497630331,0.973753280839895,0.8339828526890102,,0.7736696613683484,0.7279596977329975,0.8590308370044053,0.7788296041308089,0.54,0.992831541218638,0.9094017094017094,0.34545454545454546,0.7419201520912547,,0.7862485238157723,0.7568007351676085,0.7862485238157723
pcm,f1-score,0.5143843498273878,0.945061924420451,0.6954314720812184,0.8107163657542225,0.9763157894736844,0.8727569331158239,,0.7562911670325958,0.8316546762589929,0.7543520309477757,0.7842287694974004,0.5419968304278923,0.9878744650499287,0.7970037453183522,0.4523809523809524,0.7221836687485542,,0.7862485238157723,0.7628422093556823,0.7843861460348044
pcm,support,976.0,1560.0,429.0,844.0,381.0,1283.0,,2894.0,397.0,227.0,1162.0,950.0,1395.0,585.0,55.0,2104.0,,0.7862485238157723,15242.0,15242.0
twi,precision,0.7591623036649214,0.7369458128078817,0.5916429249762583,0.7214611872146118,0.5803698435277382,0.8916177255739456,0.0,0.7360557768924303,0.9090909090909091,0.0,0.8462643678160919,0.4546875,0.988458927359131,0.0,0.0,0.6766109785202864,,0.7441844219350332,0.5557730160902629,0.7498079681062708
twi,recall,0.30655391120507397,0.8451977401129943,0.6953125,0.37708830548926014,0.6743801652892562,0.8590534979423868,0.0,0.7375249500998003,0.5031446540880503,0.0,0.6588366890380313,0.5418994413407822,0.9952153110047847,0.0,0.0,0.7667342799188641,,0.7441844219350332,0.4975588403455803,0.7441844219350332
twi,f1-score,0.43674698795180716,0.7873684210526315,0.6393022062596203,0.4952978056426332,0.6238532110091743,0.8750327482315955,0.0,0.73678963110668,0.6477732793522267,0.0,0.740880503144654,0.49447748513169076,0.9918256130790191,0.0,0.0,0.7188589540412045,,0.7441844219350332,0.5117629278751836,0.7394575347794375
twi,support,473.0,885.0,896.0,419.0,605.0,1944.0,3.0,3006.0,159.0,28.0,894.0,537.0,1463.0,44.0,1.0,2958.0,,0.7441844219350332,14315.0,14315.0
fon,precision,0.8733986435568952,0.6914217633042097,0.6483050847457628,0.9375,0.9606126914660832,0.9505962521294719,,0.858111927642736,0.8842105263157894,0.7421383647798742,0.8062645011600929,0.7929292929292929,0.9989528795811519,0.717948717948718,,0.730321046373365,,0.8185856342436021,0.8280508351381031,0.8219606815139897
fon,recall,0.8833841463414634,0.7737777777777778,0.5930232558139535,0.5836575875486382,0.8745019920318725,0.9648414985590779,,0.7972689075630253,0.8045977011494253,0.3532934131736527,0.9211398277004639,0.5843672456575683,0.9968652037617555,0.28,,0.8233243967828419,,0.8185856342436021,0.7310030681329655,0.8185856342436021
fon,f1-score,0.8783630162940509,0.730285234899329,0.6194331983805669,0.7194244604316546,0.9155370177267987,0.9576659038901602,,0.8265722842363191,0.8425275827482447,0.47870182555780927,0.8598824621094958,0.6728571428571428,0.997907949790795,0.40287769784172667,,0.7740390674228105,,0.8185856342436021,0.7625767745847789,0.8159839985386383
fon,support,1312.0,2250.0,1032.0,257.0,502.0,1735.0,,3808.0,522.0,334.0,1509.0,806.0,1914.0,100.0,,3730.0,,0.8185856342436021,19811.0,19811.0
zul,precision,0.8153846153846154,0.6666666666666666,0.51138353765324,0.0,0.8732394366197183,0.7313432835820896,0.0,0.6129266521423384,0.8695652173913043,,0.7910447761194029,0.5447284345047924,1.0,0.8934426229508197,1.0,0.5572837632776935,0.5368620037807184,0.6579232603511814,0.6502419381295874,0.6708363430499689
zul,recall,0.18928571428571428,0.023255813953488372,0.5714285714285714,0.0,0.5486725663716814,0.6712328767123288,0.0,0.6859000406338887,0.18867924528301888,,0.4649122807017544,0.4608108108108108,0.9950980392156863,0.8257575757575758,0.8571428571428571,0.6151591289782244,0.7357512953367875,0.6579232603511814,0.48956792603827426,0.6579232603511814
zul,f1-score,0.30724637681159417,0.0449438202247191,0.5397412199630315,0.0,0.6739130434782609,0.7,0.0,0.6473633748801534,0.31007751937984496,,0.585635359116022,0.49926793557833093,0.9975429975429976,0.8582677165354332,0.923076923076923,0.5847929936305732,0.6207650273224044,0.6579232603511814,0.518289644221268,0.6491250014152156
zul,support,280.0,86.0,511.0,33.0,113.0,73.0,1.0,2461.0,106.0,,342.0,740.0,1428.0,264.0,14.0,2388.0,386.0,0.6579232603511814,9226.0,9226.0
yor,precision,0.7131782945736435,0.8225165562913908,0.7712609970674487,0.8031088082901554,0.9153225806451613,0.735672514619883,,0.8758049678012879,0.8443396226415094,0.45652173913043476,0.8172147001934236,0.7344300822561692,1.0,0.7421746293245469,,0.8089430894308943,0.0,0.8285878962536023,0.7360325721510633,0.8291491398780177
yor,recall,0.7698744769874477,0.7419354838709677,0.6957671957671958,0.7726819541375872,0.9700854700854701,0.7813664596273292,,0.8709972552607502,0.7188755020080321,0.4375,0.833744449925999,0.6200396825396826,0.9936305732484076,0.932712215320911,,0.8213443396226415,0.0,0.8285878962536023,0.7307036705601615,0.8285878962536023
yor,f1-score,0.7404426559356136,0.7801507537688442,0.7315716272600834,0.78760162601626,0.9419087136929462,0.7578313253012049,,0.8733944954128441,0.7765726681127983,0.44680851063829785,0.8253968253968255,0.6724045185583647,0.9968051118210862,0.8266055045871559,,0.8150965476887069,0.0,0.8285878962536023,0.7315060589460688,0.8276309336855358
yor,support,239.0,837.0,756.0,1003.0,234.0,805.0,,4372.0,249.0,48.0,2027.0,1008.0,1413.0,966.0,,3392.0,1.0,0.8285878962536023,17350.0,17350.0
hau,precision,0.8603603603603603,0.6813380281690141,0.7173252279635258,0.7984154929577465,0.7021276595744681,0.9411764705882353,0.0,0.8448791089377886,0.9318181818181818,0.8291814946619217,0.7091836734693877,0.8075040783034257,0.9992156862745099,0.42063492063492064,,0.7803326810176126,0.746031746031746,0.8146132918771861,0.7355953006726779,0.8189318168021014
hau,recall,0.7764227642276422,0.7573385518590998,0.5959595959595959,0.7977132805628848,0.336734693877551,0.6881720430107527,0.0,0.8460282916213275,0.9044117647058824,0.9236868186323092,0.5852631578947368,0.7417582417582418,1.0,0.7881040892193308,,0.8497602557272242,0.5053763440860215,0.8146132918771861,0.6935456183214126,0.8146132918771861
hau,f1-score,0.8162393162393163,0.7173308619091752,0.6510344827586207,0.798064232292125,0.4551724137931034,0.7950310559006211,0.0,0.8454533097730053,0.9179104477611939,0.8738865447726207,0.6412918108419838,0.7732361364228065,0.9996076892899176,0.5485122897800777,,0.8135679673552666,0.6025641025641026,0.8146132918771861,0.703056416340871,0.8124897601214188
hau,support,492.0,511.0,396.0,1137.0,392.0,186.0,3.0,3676.0,544.0,2018.0,475.0,2002.0,1274.0,269.0,,1877.0,186.0,0.8146132918771861,15438.0,15438.0
swa,precision,0.8232611174458381,0.881979695431472,0.6413570274636511,0.7516778523489933,0.6204819277108434,0.0,,0.7930588886837733,0.8805031446540881,0.5217391304347826,0.6764705882352942,0.7732035928143712,1.0,0.7432712215320911,,0.5712338104976141,0.0,0.7835635187258927,0.6452158664835207,0.7816369629179186
swa,recall,0.9078906004401132,0.6619047619047619,0.4648711943793911,0.6381766381766382,0.9648711943793911,0.0,,0.8968684759916493,0.660377358490566,0.12,0.17164179104477612,0.6525584333543903,0.9891640866873065,0.5689381933438986,,0.5771349862258953,0.0,0.7835635187258927,0.5516265142945852,0.7835635187258927
swa,f1-score,0.8635072507101211,0.7562568008705114,0.5390359809911744,0.6902927580893683,0.7552703941338222,0.0,,0.8417752522778486,0.7547169811320755,0.19512195121951217,0.27380952380952384,0.7077766358341898,0.9945525291828794,0.6445242369838421,,0.5741692360397397,0.0,0.7835635187258927,0.5727206354183073,0.7751700314665633
swa,support,3181.0,1050.0,854.0,351.0,427.0,16.0,,4790.0,212.0,100.0,134.0,1583.0,1292.0,631.0,,1452.0,1.0,0.7835635187258927,16074.0,16074.0
