,,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,accuracy,macro avg,weighted avg,X
bam,f1-score,0.48,0.6284875183553599,0.6920077972709551,0.8571428571428572,0.8929765886287626,0.0,,0.8501719690455718,0.7971274685816877,0.9318621757646147,0.9478952016485134,0.5095986038394416,0.9925138855348951,0.5738396624472574,0.4,0.734894259818731,0.8619091751621872,0.6430323742549154,0.8579044896230743,0.0
bam,support,178.0,351.0,497.0,493.0,585.0,8.0,,4548.0,288.0,2507.0,1706.0,390.0,2084.0,101.0,4.0,1345.0,0.8619091751621872,15106.0,15106.0,21.0
ewe,precision,0.6322314049586777,0.8470149253731343,0.5079365079365079,,0.9890710382513661,0.8979591836734694,0.8636363636363636,0.810320781032078,0.7878787878787878,0.9915966386554622,0.8200514138817481,0.8607003891050584,0.9537671232876712,0.8061002178649237,0.0,0.6030456852791878,0.8236190476190476,0.7580873640542958,0.8220342768992069,
ewe,recall,0.5884615384615385,0.8420773714891362,0.37209302325581395,,0.9282051282051282,0.8844221105527639,1.0,0.8450909090909091,0.6715867158671587,0.855072463768116,0.7742718446601942,0.7843971631205674,0.9982078853046595,0.9002433090024331,0.0,0.6666666666666666,0.8236190476190476,0.7407197419630055,0.8236190476190476,
ewe,f1-score,0.6095617529880478,0.8445389317034282,0.42953020134228187,,0.9576719576719577,0.8911392405063293,0.9268292682926829,0.8273406906372374,0.7250996015936255,0.9182879377431906,0.7965043695380774,0.8207792207792207,0.9754816112084063,0.8505747126436782,0.0,0.6332622601279317,0.8236190476190476,0.747106783785073,0.8218455023581405,
ewe,support,260.0,1887.0,86.0,,195.0,597.0,38.0,2750.0,271.0,138.0,412.0,1410.0,1116.0,411.0,38.0,891.0,0.8236190476190476,10500.0,10500.0,
mos,precision,0.7764705882352941,0.8023255813953488,0.6073619631901841,0.8709677419354839,0.8664192949907236,0.7712418300653595,,0.789833531510107,0.9466192170818505,0.8244274809160306,0.7182320441988951,0.7848537005163512,0.9986996098829649,0.8952702702702703,,0.8056872037914692,0.8299919159256265,0.8184578612843095,0.8295806479916081,
mos,recall,0.49624060150375937,0.7638376383763837,0.5103092783505154,0.7541899441340782,0.9708939708939709,0.6820809248554913,,0.8475279106858055,0.8109756097560976,0.9230769230769231,0.7344632768361582,0.5868725868725869,0.9941747572815534,0.911697247706422,,0.8264462809917356,0.8299919159256265,0.7723419250943916,0.8299919159256265,
mos,f1-score,0.6055045871559632,0.7826086956521738,0.5546218487394958,0.8083832335329341,0.915686274509804,0.7239263803680982,,0.8176642560393907,0.8735632183908048,0.870967741935484,0.7262569832402236,0.6715758468335787,0.9964320467077521,0.9034090909090908,,0.8159347252219823,0.8299919159256265,0.7904667806597698,0.8274769734381648,
mos,support,133.0,271.0,194.0,358.0,481.0,692.0,,3135.0,328.0,819.0,708.0,777.0,1545.0,872.0,,2057.0,0.8299919159256265,12370.0,12370.0,
nya,precision,0.5865724381625441,0.6301369863013698,0.6617647058823529,0.4444444444444444,0.6189710610932476,0.7325581395348837,0.0,0.67885412740294,0.875,0.0,0.6314432989690721,0.5039872408293461,1.0,0.3333333333333333,,0.5840634125990822,0.6498172959805115,0.552075279236841,0.6454203761767177,
nya,recall,0.41866330390920553,0.8090452261306532,0.29475982532751094,0.03636363636363636,0.7333333333333333,0.8076923076923077,0.0,0.7899122807017543,0.30973451327433627,0.0,0.5372807017543859,0.41361256544502617,0.9486823855755895,0.011363636363636364,,0.660377358490566,0.6498172959805115,0.45138807162412947,0.6498172959805115,
nya,f1-score,0.4885945548197203,0.7084708470847085,0.40785498489425986,0.06722689075630252,0.6713164777680907,0.7682926829268293,0.0,0.7301844719237786,0.45751633986928103,0.0,0.5805687203791469,0.4543493889288282,0.9736654804270463,0.02197802197802198,,0.6198804516271863,0.6498172959805115,0.4633266208922134,0.6331816065525044,
nya,support,793.0,1194.0,458.0,110.0,525.0,78.0,5.0,2280.0,226.0,34.0,456.0,764.0,721.0,88.0,,2120.0,0.6498172959805115,9852.0,9852.0,
lug,precision,0.7280334728033473,0.7374083129584352,0.7974683544303798,0.7142857142857143,0.8189189189189189,0.5758426966292135,,0.7892095357590966,0.793939393939394,0.7083333333333334,0.0,0.6926952141057935,1.0,0.8725961538461539,,0.583223249669749,0.7495876288659794,0.7008538821913948,0.7446175072114233,
lug,recall,0.38666666666666666,0.9454545454545454,0.4846153846153846,0.5282555282555282,0.8370165745856354,0.6231003039513677,,0.8130116329168462,0.7728613569321534,0.9444444444444444,0.0,0.6186726659167604,0.9882491186839013,0.8897058823529411,,0.5707821590174531,0.7495876288659794,0.6716311616995448,0.7495876288659794,
lug,f1-score,0.5050798258345428,0.8285714285714285,0.6028708133971291,0.6073446327683616,0.8278688524590164,0.5985401459854014,,0.8009337860780985,0.7832585949177878,0.8095238095238096,0.0,0.6535947712418301,0.9940898345153665,0.8810679611650486,,0.5769356419470761,0.7495876288659794,0.6764057213146354,0.7411446217406741,
lug,support,450.0,1595.0,130.0,407.0,362.0,329.0,,2321.0,339.0,18.0,54.0,889.0,851.0,408.0,,1547.0,0.7495876288659794,9700.0,9700.0,
xho,precision,0.6556776556776557,0.7854406130268199,0.68,0.0,0.7438692098092643,0.0,0.0,0.5655487804878049,0.9666666666666667,,0.6136919315403423,0.4539930555555556,0.9946416610850636,0.6666666666666666,0.0,0.5886889460154242,0.6283721407323828,0.5143256791020843,0.6417521384299242,
xho,recall,0.3173758865248227,0.4963680387409201,0.11643835616438356,0.0,0.8125,0.0,0.0,0.6396551724137931,0.29292929292929293,,0.6370558375634517,0.5970319634703196,0.99,0.42857142857142855,0.0,0.5360486891385767,0.6283721407323828,0.39093164436779926,0.6283721407323828,
xho,f1-score,0.4277180406212664,0.6083086053412462,0.19883040935672514,0.0,0.7766714082503556,0.0,0.0,0.6003236245954692,0.4496124031007752,,0.6251556662515567,0.5157790927021697,0.9923154026060809,0.5217391304347826,0.0,0.5611369762313159,0.6283721407323828,0.41850605063278284,0.6227658613736481,
xho,support,564.0,413.0,146.0,6.0,336.0,52.0,2.0,2320.0,99.0,,394.0,1752.0,1500.0,28.0,1.0,2136.0,0.6283721407323828,9749.0,9749.0,
kin,precision,0.9692307692307692,0.9466101694915254,0.8256410256410256,0.0,0.9658823529411765,0.9302325581395349,,0.806380027739251,0.9794871794871794,0.6956521739130435,0.7473118279569892,0.6725490196078432,1.0,0.9043715846994536,1.0,0.7294147453762351,0.826266195524146,0.7607977146390017,0.8265016254561486,0.0
kin,recall,0.29439252336448596,0.988495575221239,0.6625514403292181,0.0,0.9867788461538461,0.9876543209876543,,0.810200668896321,0.6945454545454546,0.8421052631578947,0.9235880398671097,0.46603260869565216,0.9996246246246246,0.9430199430199431,0.6428571428571429,0.7524830109775222,0.826266195524146,0.6871455914186317,0.826266195524146,0.0
kin,f1-score,0.45161290322580644,0.9670995670995672,0.7351598173515982,0.0,0.976218787158145,0.9580838323353293,,0.8082858334491866,0.8127659574468086,0.761904761904762,0.826151560178306,0.5505617977528091,0.9998122770790313,0.9232914923291493,0.782608695652174,0.7407693297311205,0.826266195524146,0.7058954132933621,0.8206772561788206,0.0
kin,support,214.0,1130.0,243.0,1.0,832.0,243.0,,3588.0,275.0,19.0,2107.0,1472.0,2664.0,351.0,14.0,3826.0,0.826266195524146,16980.0,16980.0,1.0
pcm,precision,0.6244131455399061,0.9371499688861232,0.7586206896551724,0.8071593533487298,0.9789473684210527,0.9099326599326599,,0.7479674796747967,0.9575757575757575,0.6743421052631579,0.8028419182948491,0.6471321695760599,0.9795918367346939,0.7199453551912568,0.6333333333333333,0.7634302612124199,0.806915103004855,0.7961588935093311,0.8065091680621187,
pcm,recall,0.5450819672131147,0.9653846153846154,0.6666666666666666,0.8281990521327014,0.9763779527559056,0.8425565081839439,,0.8265376641326884,0.7959697732997482,0.9030837004405287,0.7779690189328744,0.5463157894736842,0.9978494623655914,0.9008547008547009,0.34545454545454546,0.7362167300380228,0.806915103004855,0.7769678764886223,0.806915103004855,
pcm,f1-score,0.5820568927789935,0.9510577833912219,0.7096774193548386,0.8175438596491227,0.9776609724047307,0.8749494131930392,,0.7852921864740643,0.8693259972489684,0.7721280602636534,0.7902097902097902,0.5924657534246576,0.9886363636363635,0.800303720577069,0.4470588235294118,0.7495765787563513,0.806915103004855,0.7805295743261517,0.8046427836590463,
pcm,support,976.0,1560.0,429.0,844.0,381.0,1283.0,,2894.0,397.0,227.0,1162.0,950.0,1395.0,585.0,55.0,2104.0,0.806915103004855,15242.0,15242.0,
twi,precision,0.6101694915254238,0.7459677419354839,0.6373390557939914,0.7136752136752137,0.6002673796791443,0.8766839378238342,0.0,0.7794924554183813,0.8165137614678899,0.0,0.8218085106382979,0.5538160469667319,0.9884667571234735,0.0,0.0,0.6990064289888954,0.7638141809290954,0.5527004238147976,0.7618006697083335,
twi,recall,0.38054968287526425,0.8361581920903954,0.6629464285714286,0.39856801909307876,0.7421487603305785,0.8703703703703703,0.0,0.7561543579507651,0.559748427672956,0.0,0.6912751677852349,0.527001862197393,0.9958988380041012,0.0,0.0,0.8086544962812712,0.7638141809290954,0.5143421627014274,0.7638141809290954,
twi,f1-score,0.46875,0.7884922749067661,0.6498905908096281,0.5114854517611026,0.663710273466371,0.8735157459989674,0.0,0.7676460655184059,0.664179104477612,0.0,0.7509113001215065,0.5400763358778625,0.9921688798093293,0.0,0.0,0.7498432601880878,0.7638141809290954,0.5262918301834775,0.7586358220501349,
twi,support,473.0,885.0,896.0,419.0,605.0,1944.0,3.0,3006.0,159.0,28.0,894.0,537.0,1463.0,44.0,1.0,2958.0,0.7638141809290954,14315.0,14315.0,
fon,precision,0.89576802507837,0.6984904120767034,0.7024793388429752,0.9375,0.9545454545454546,0.9690601284296556,,0.8471544715447155,0.8777120315581854,0.7894736842105263,0.8179156908665105,0.797752808988764,0.9989528795811519,0.6136363636363636,,0.7319587628865979,0.8250466912321438,0.8308857180175695,0.8279163943476889,
fon,recall,0.8711890243902439,0.7608888888888888,0.5765503875968992,0.5836575875486382,0.8784860557768924,0.9567723342939481,,0.8209033613445378,0.8524904214559387,0.3592814371257485,0.9257786613651425,0.6166253101736973,0.9968652037617555,0.27,,0.8375335120643431,0.8250466912321438,0.7362158704133338,0.8250466912321438,
fon,f1-score,0.8833075734157652,0.7283556690065943,0.6333155934007451,0.7194244604316546,0.9149377593360996,0.9628770301624131,,0.8338223526273674,0.8649173955296404,0.49382716049382713,0.8685110351258937,0.6955913226032189,0.997907949790795,0.37500000000000006,,0.7811952988247062,0.8250466912321438,0.7680707571963372,0.8222840180829168,
fon,support,1312.0,2250.0,1032.0,257.0,502.0,1735.0,,3808.0,522.0,334.0,1509.0,806.0,1914.0,100.0,,3730.0,0.8250466912321438,19811.0,19811.0,
zul,precision,0.8068181818181818,0.8,0.5921325051759835,0.0,0.84,0.726027397260274,0.0,0.6003484320557492,0.9,,0.8142076502732241,0.5684210526315789,1.0,0.8901960784313725,1.0,0.5846153846153846,0.6698460871450249,0.6656874895903575,0.6822163654030416,0.5282331511839709
zul,recall,0.25357142857142856,0.13953488372093023,0.5596868884540117,0.0,0.5575221238938053,0.726027397260274,0.0,0.7001219016659894,0.25471698113207547,,0.43567251461988304,0.43783783783783786,0.9950980392156863,0.8598484848484849,1.0,0.6365159128978225,0.6698460871450249,0.5192156081816122,0.6698460871450249,0.7512953367875648
zul,f1-score,0.38586956521739135,0.2376237623762376,0.5754527162977867,0.0,0.6702127659574467,0.726027397260274,0.0,0.6464078034139937,0.3970588235294118,,0.5676190476190476,0.49465648854961836,0.9975429975429976,0.8747591522157996,1.0,0.6094627105052126,0.6698460871450249,0.5501883803812619,0.6621078991269428,0.6203208556149733
zul,support,280.0,86.0,511.0,33.0,113.0,73.0,1.0,2461.0,106.0,,342.0,740.0,1428.0,264.0,14.0,2388.0,0.6698460871450249,9226.0,9226.0,386.0
yor,precision,0.7131474103585658,0.8625180897250362,0.7767988252569751,0.7651933701657458,0.9364406779661016,0.8045822102425876,,0.855525965379494,0.8387096774193549,0.425,0.8169358786098874,0.7568988173455979,1.0,0.7748643761301989,,0.7888336097291321,0.8265129682997118,0.7410299272219116,0.8264932788427424,0.0
yor,recall,0.7489539748953975,0.7120669056152927,0.6997354497354498,0.8285144566301097,0.9444444444444444,0.7416149068322981,,0.881747483989021,0.6265060240963856,0.3541666666666667,0.8233843117908238,0.5714285714285714,0.9929228591648974,0.8871635610766045,,0.8413915094339622,0.8265129682997118,0.7102694083866616,0.8265129682997118,0.0
yor,f1-score,0.7306122448979592,0.7801047120418847,0.7362560890744607,0.7955959789372905,0.9404255319148935,0.7718164188752424,,0.8684388375760307,0.7172413793103449,0.38636363636363635,0.82014742014742,0.6512153759185981,0.9964488636363636,0.8272200772200773,,0.814265335235378,0.8265129682997118,0.7224101267433054,0.8245193120379714,0.0
yor,support,239.0,837.0,756.0,1003.0,234.0,805.0,,4372.0,249.0,48.0,2027.0,1008.0,1413.0,966.0,,3392.0,0.8265129682997118,17350.0,17350.0,1.0
hau,precision,0.8611713665943601,0.6902654867256637,0.7125748502994012,0.7840336134453781,0.7107843137254902,0.948905109489051,0.0,0.8562954974386627,0.9476635514018692,0.8270509977827051,0.7385786802030457,0.846030042918455,0.9992156862745099,0.42350332594235035,,0.8363731109953101,0.8302241222956341,0.7411442313876107,0.833301894214431,0.6758620689655173
hau,recall,0.806910569105691,0.7632093933463796,0.601010101010101,0.820580474934037,0.36989795918367346,0.6989247311827957,0.0,0.8639825897714908,0.9319852941176471,0.9241823587710605,0.6126315789473684,0.7877122877122877,1.0,0.7100371747211895,,0.8550879062333511,0.8302241222956341,0.7045646337166988,0.8302241222956341,0.5268817204301075
hau,f1-score,0.8331584470094439,0.724907063197026,0.6520547945205479,0.801890846583584,0.4865771812080537,0.804953560371517,0.0,0.8601218686526744,0.9397590361445785,0.8729230049145799,0.6697353279631761,0.8158303155716503,0.9996076892899176,0.5305555555555556,,0.8456269757639622,0.8302241222956341,0.7143654176157503,0.828499625722473,0.5921450151057402
hau,support,492.0,511.0,396.0,1137.0,392.0,186.0,3.0,3676.0,544.0,2018.0,475.0,2002.0,1274.0,269.0,,1877.0,0.8302241222956341,15438.0,15438.0,186.0
swa,precision,0.8110192837465565,0.8702101359703337,0.6661073825503355,0.7684210526315789,0.6227544910179641,0.0,,0.8428798727128083,0.9712643678160919,0.5714285714285714,0.75,0.7611036339165546,1.0,0.714548802946593,,0.636604774535809,0.8021027746671644,0.6657561579515464,0.8007380626721667,0.0
swa,recall,0.9254951273184533,0.6704761904761904,0.4648711943793911,0.6239316239316239,0.9742388758782201,0.0,,0.8847599164926931,0.7971698113207547,0.12,0.2462686567164179,0.7144662034112444,0.9922600619195047,0.6148969889064976,,0.6611570247933884,0.8021027746671644,0.5793327783696254,0.8021027746671644,0.0
swa,f1-score,0.8644839230656293,0.757396449704142,0.5475862068965517,0.6886792452830188,0.7598173515981734,0.0,,0.8633122835608068,0.8756476683937823,0.1983471074380165,0.3707865168539326,0.7370478983382209,0.9961149961149962,0.6609880749574105,,0.6486486486486487,0.8021027746671644,0.5979237580568887,0.7952014828618545,0.0
swa,support,3181.0,1050.0,854.0,351.0,427.0,16.0,,4790.0,212.0,100.0,134.0,1583.0,1292.0,631.0,,1452.0,0.8021027746671644,16074.0,16074.0,1.0
